ID,Sex,Age,Region,Children,Est_Income,Car_Owner,Status,Lifetime Segments,Loyalty Level,International Segments,Local Segments,Cancellations,Type Travel,Customer_Segments,Trips_To_The_Website_Yr
1532,M,55.113333,1,0,90321.6,N,S,12.39,3,0,11.52,0,Business,High Income Families,2
1533,M,54.553333,1,0,90478.6,N,S,154.49,2,0,136.47,0,Personal,Low Value and No Kids,31
1534,F,55,3,2,56187,N,M,21.83,1,0,13.74,0,Personal,Low Value and No Kids,4
1537,F,24.393333,2,1,42000,N,S,229.64,2,0,206.08,0,Business,High Income Families,46
1539,M,24.546667,1,0,9780.66,N,M,21.39,2,7.27,11.32,1,Business,High Income Families,4
1542,M,49.426667,3,2,29616,N,M,75.29,1,0,45.5,0,Personal,Low Value and No Kids,15
1544,M,50.673333,1,0,19732.8,N,M,47.25,4,0,22.44,0,Business,High Income Families,9
1545,M,14.64,2,1,41690.5,Y,S,31.45,2,0,28.95,0,Business,High Income Families,6
1547,M,56.473333,3,2,96.33,N,S,59.01,4,0,32.88,1,Business,High Income Families,12
1550,F,25.14,3,2,52004.8,N,M,28.14,2,0,23.11,0,Personal,Low Value and No Kids,6
1553,M,18.84,3,2,53010.8,N,M,58.87,1,0,46.42,4,Business,High Income Families,12
1554,M,64.8,2,1,75004.5,N,M,58.72,2,0,32.19,0,Business,High Income Families,12
1557,M,60.366667,1,0,19749.3,N,M,34.17,1,0,13.94,0,Business,High Income Families,7
1558,M,43.906667,2,1,57626.9,Y,S,48.35,1,0,38.96,0,Business,High Income Families,10
1559,M,32.846667,1,0,20078,N,D,15.98,2,0,6.33,0,Business,High Income Families,3
1560,F,26.033333,3,2,47902,N,M,72.31,2,4.94,49.92,1,Personal,Married No Kids,14
1565,M,16.753333,2,1,7545.96,Y,M,200.75,2,0,178.36,0,Business,High Income Families,40
1571,F,48.373333,1,0,78851.3,N,S,29.04,4,0,28.66,0,Business,High Income Families,6
1572,F,62.786667,2,1,17540.7,Y,S,36.2,4,0.57,13.45,0,Personal,Married No Kids,7
1573,F,61.02,1,0,83891.9,Y,M,74.4,4,0,45.47,0,Personal,Low Value and No Kids,15
1574,F,38.766667,3,2,28220.8,N,S,38.95,4,0,12.46,0,Business,High Income Families,8
1576,F,15.6,1,0,28589.1,N,S,100.28,2,0,87.09,0,Business,High Income Families,20
1578,F,48.753333,3,2,5237.63,N,M,78.02,3,8.05,56.64,0,Business,High Income Families,16
1581,M,53.28,3,2,89459.9,N,S,36.05,2,1.61,22.9,0,Business,High Income Families,7
1584,F,39.426667,2,1,13576.5,N,S,40.49,3,0,25.66,0,Business,High Income Families,8
1588,F,53.12,3,2,67388,N,M,96.33,4,0.5,91.04,1,Business,High Income Families,19
1589,F,52.333333,2,1,57063,Y,M,98.1,4,0,81.3,0,Personal,Low Value and No Kids,20
1590,F,54.013333,3,2,84166.1,N,M,15.02,1,0,11.74,1,Business,High Income Families,3
1591,F,14.3,1,0,45612.9,N,S,323.82,4,0,311.29,0,Business,High Income Families,65
1596,F,42.666667,2,1,7737.94,N,S,61.9,3,0,50.84,0,Business,High Income Families,12
1597,M,45,3,2,65000,N,S,314.62,1,0,293.24,0,Personal,Low Value and No Kids,63
1598,F,29.026667,3,2,45287.6,Y,M,2.97,3,0,2.97,0,Business,High Income Families,1
1599,F,34.32,3,2,59613.1,N,M,175.78,1,0,163.41,0,Business,High Income Families,35
1601,F,50.613333,2,1,16326.7,N,S,1.34,3,0,1.34,0,Business,High Income Families,0
1604,F,51.38,3,2,9559.78,N,S,77.91,2,0,59.59,0,Business,High Income Families,16
1607,F,50.753333,3,2,42031.8,N,M,59.78,3,0,39.33,0,Personal,Low Value and No Kids,12
1609,F,28.42,3,2,83284.1,Y,M,35.96,3,0,9.04,0,Personal,Married No Kids,7
1610,M,26.26,2,1,39229.1,N,M,47.1,4,4.74,13.53,0,Business,High Income Families,9
1611,F,42.393333,1,0,68427.4,N,S,73.81,2,0,50.05,0,Personal,Married No Kids,15
1613,M,49.266667,1,0,3601.71,N,S,125.6,4,4.19,111.84,0,Personal,Married No Kids,25
1615,F,55.66,1,0,98716.3,N,S,43.13,4,8.23,13.92,0,Business,High Income Families,9
1616,F,62.48,3,2,66182.7,Y,S,58.87,2,0,47.17,0,Personal,Married No Kids,12
1617,F,50.433333,3,2,84789.3,N,M,33.47,4,8.8,10.45,0,Personal,Low Value and No Kids,7
1619,F,48.853333,3,2,35976.5,Y,M,50.63,4,0,31.78,0,Personal,Married No Kids,10
1620,F,64.92,1,0,32703.1,Y,M,72.89,4,0,56.09,0,Business,High Income Families,15
1622,F,52.973333,3,2,8204.72,N,M,39.79,1,0,24.19,0,Personal,Low Value and No Kids,8
1623,M,33,2,1,97180.4,N,M,63.51,2,9.63,45.66,0,Personal,Married No Kids,13
1625,F,33.74,3,2,38280,N,S,86.61,4,0,74.97,0,Personal,Married No Kids,17
1626,M,61.106667,1,0,64136.6,Y,S,142.37,1,1,125.15,0,Business,High Income Families,28
1628,F,61.713333,3,2,45429.7,Y,M,97.74,3,0,73.04,0,Personal,Low Value and No Kids,20
1630,F,53.986667,1,0,25285.5,N,S,21.3,2,0,11.93,0,Business,High Income Families,4
1631,F,33.6,3,2,77551.1,Y,M,62.42,2,0,41.89,1,Business,High Income Families,12
1632,F,12.326667,1,0,38538.4,N,M,47.66,1,8.32,16.48,0,Business,High Income Families,10
1639,M,21.38,1,0,92881.8,N,M,93.57,2,6.12,85.29,0,Business,High Income Families,19
1640,M,21.78,3,2,43634.5,N,S,143.5,3,9.42,104.64,0,Business,High Income Families,29
1644,F,62.606667,2,1,13109.1,N,S,62.87,2,0,40.48,0,Personal,Married No Kids,13
1645,M,56.046667,2,1,92647.5,N,S,32.13,4,5.74,10.34,0,Business,High Income Families,6
1646,M,62.753333,3,2,21021.6,Y,S,14.95,2,0,11.19,0,Business,High Income Families,3
1647,M,55.34,1,0,74460.7,Y,S,206.46,2,0.99,179.93,0,Business,High Income Families,41
1650,F,41.666667,3,2,28787.4,N,S,86.06,1,0,58.09,0,Personal,Married No Kids,17
1653,M,59.126667,2,1,13091.6,N,M,43.06,4,0,20.26,0,Business,High Income Families,9
1656,F,45.92,3,2,62061.8,Y,M,82.08,2,0,52.22,0,Personal,Married No Kids,16
1657,F,22.12,2,1,20550.9,Y,M,85.64,4,0.86,57.06,0,Business,High Income Families,17
1660,M,18.766667,3,2,1765.41,N,M,47.99,3,0,44.95,0,Business,High Income Families,10
1663,F,56.186667,3,2,19131.1,N,S,57.07,4,0,34.91,0,Personal,Married No Kids,11
1669,M,50.493333,3,2,42750.3,Y,M,134.97,1,1.97,112.4,0,Personal,Married No Kids,27
1671,F,45.92,3,2,2842.55,N,S,0.79,3,0,0.79,0,Personal,Married No Kids,0
1672,M,52.626667,3,2,22358.1,N,M,29.25,1,1.52,12.19,0,Business,High Income Families,6
1674,M,27.26,1,0,47870.8,Y,M,13.82,2,1.17,12.48,0,Business,High Income Families,3
1675,F,70,3,2,6440.46,Y,S,49.86,4,0,27.2,0,Personal,Low Value and No Kids,10
1676,F,36.92,1,0,7325.5,N,S,190.06,2,0,161.54,0,Business,High Income Families,38
1677,M,28.333333,2,1,63900.9,N,M,47.4,2,0,39.04,0,Business,High Income Families,9
1678,M,46.84,3,2,28766.9,N,M,64.2,3,0,58.08,0,Business,High Income Families,13
1680,M,16.333333,2,1,5252.29,N,M,19.73,2,0,17.08,1,Personal,Married No Kids,4
1684,M,25.033333,3,2,91272.2,Y,M,40,2,0,13.01,0,Business,High Income Families,8
1690,M,42,1,0,69000,Y,S,137,1,9.7,115.66,1,Personal,Low Value and No Kids,27
1694,M,19.306667,3,2,1406.05,Y,M,26.72,2,0,15.17,0,Business,High Income Families,5
1696,F,61,1,0,73228.3,N,S,50.58,3,0,28.11,0,Personal,Married No Kids,10
1697,F,63.806667,3,2,76231.9,N,S,152.76,3,0,150.75,0,Personal,Married No Kids,31
1702,M,52.146667,2,1,64792.3,N,M,51.41,3,1.51,36.84,0,Personal,Low Value and No Kids,10
1705,F,40.313333,1,0,93322.1,Y,S,38.72,1,0,8.79,0,Personal,Low Value and No Kids,8
1710,M,63.653333,2,1,63437.3,N,M,14.98,4,3.35,10.94,0,Business,High Income Families,3
1714,M,51.52,3,2,49910.7,Y,M,51.14,4,0,23.72,0,Business,High Income Families,10
1716,M,44.573333,1,0,76161.4,Y,M,37.55,3,0,25.58,0,Business,High Income Families,8
1717,F,14.573333,3,2,55860,Y,M,26.37,3,0,10.35,0,Business,High Income Families,5
1718,F,64.8,2,1,12686,N,S,103.88,3,0,80.64,0,Personal,Married No Kids,21
1726,M,53.253333,3,2,57360.8,Y,M,67.61,3,0,57.25,0,Business,High Income Families,14
1727,M,45.513333,2,1,92414.7,Y,M,40.06,4,0,10.62,0,Business,High Income Families,8
1728,M,42.14,1,0,60102.7,N,M,72.29,4,0,62.44,1,Personal,Low Value and No Kids,14
1730,F,43,3,2,17888.7,N,M,361.88,4,0,332.46,0,Business,High Income Families,72
1731,F,53.553333,2,1,12526.3,N,S,40.59,2,0,28.86,0,Business,High Income Families,8
1734,F,60.933333,3,2,14578.8,Y,S,107.02,2,0,95.1,0,Personal,Married No Kids,21
1737,M,42.346667,1,0,78572.2,Y,M,51.09,2,0,29.28,1,Business,High Income Families,10
1739,F,34.706667,3,2,48238.8,N,M,191.32,1,0,168.03,0,Business,High Income Families,38
1741,F,12.34,1,0,28770.9,N,M,49.6,4,5.32,16.27,0,Personal,Low Value and No Kids,10
1742,F,53.366667,3,2,87578.2,Y,M,22.44,2,0,22.15,0,Business,High Income Families,4
1743,F,13.906667,3,2,86695.4,N,M,58.03,3,0,32.09,0,Business,High Income Families,12
1745,F,55,3,2,76791.2,N,S,43.71,3,0,23,0,Business,High Income Families,9
1749,F,14.193333,1,0,30763.8,Y,S,57.17,2,0,35.85,0,Business,High Income Families,11
1750,F,54.046667,3,2,3193.6,N,M,118.82,2,0,114.62,1,Personal,Low Value and No Kids,24
1751,M,15.846667,2,1,69680.9,N,M,39.8,2,0,32.12,0,Business,High Income Families,8
1754,F,67,1,0,83287,N,M,119.82,3,0,90.18,4,Personal,Married No Kids,24
1755,M,18.94,1,0,2056.06,Y,S,58.8,2,6.98,27.75,0,Personal,Married No Kids,12
1756,F,35.706667,3,2,7776.6,N,M,94.2,4,0,68.33,0,Business,High Income Families,19
1757,M,47.853333,2,1,2067.82,N,M,85.9,3,0,70.65,0,Business,High Income Families,17
1758,M,63.353333,1,0,68000,N,S,20.74,4,7.66,8.49,0,Business,High Income Families,4
1760,M,42.166667,1,0,69343.3,N,M,21.91,4,0,15.54,0,Business,High Income Families,4
1764,F,42,1,0,14932.5,N,M,11.42,4,0,6.5,0,Business,High Income Families,2
1765,F,43,1,0,27498.1,N,S,12.08,1,0,9.88,0,Business,High Income Families,2
1767,M,59.833333,3,2,21419.9,N,M,129.51,1,0,103.12,0,Business,High Income Families,26
1768,M,22.88,3,2,30665.2,Y,M,77.44,4,8.32,63.28,0,Personal,Married No Kids,15
1769,F,58.56,2,1,78000,Y,M,37.04,4,0,30.95,0,Personal,Married No Kids,7
1770,F,46,3,2,50561.3,N,M,129.91,4,0,113.31,1,Personal,Low Value and No Kids,26
1772,F,52,3,2,23464,Y,S,64.14,1,0,41.71,0,Business,High Income Families,13
1773,F,70,3,2,194.57,N,M,67.21,2,0,38.95,0,Business,High Income Families,13
1774,F,70,2,1,98680.4,Y,M,26.44,2,0,8.85,0,Personal,Low Value and No Kids,5
1775,M,52,1,0,65619.7,Y,M,158.22,1,0,144.66,0,Business,High Income Families,32
1776,F,61,2,1,95620.3,Y,M,104.53,1,0,93.61,0,Business,High Income Families,21
1777,F,42,1,0,85275,N,S,174.09,4,0,151.61,0,Personal,Married No Kids,35
1778,F,52.646667,2,1,66921.4,Y,M,24.67,4,0,8.97,0,Business,High Income Families,5
1779,F,62,2,1,98453.6,Y,M,25.38,1,0,11.65,0,Personal,Married No Kids,5
1780,F,27.746667,3,2,94026.8,Y,M,35.63,4,0,10.62,0,Business,High Income Families,7
1782,F,43,3,2,57420,Y,S,277.72,4,0,252.53,1,Personal,Married No Kids,56
1783,M,49,1,0,68000,N,M,34.35,4,3.73,26.69,1,Business,High Income Families,7
1785,M,43,3,2,47639.1,N,M,57.11,1,0,39.62,0,Business,High Income Families,11
1786,F,52.36,3,2,63234.5,Y,M,1.16,1,0,1.16,0,Personal,Low Value and No Kids,0
1788,M,38.413333,1,0,3911.9,N,M,39.36,2,8.48,25.14,0,Business,High Income Families,8
1790,F,42.626667,3,2,18296.4,Y,M,10.47,3,0,10.39,0,Business,High Income Families,2
1791,F,22.226667,1,0,39461,N,S,126.68,1,0.28,103.52,1,Business,High Income Families,25
1796,F,39.746667,3,2,52957,Y,M,151.32,4,0,125.52,2,Personal,Low Value and No Kids,30
1797,F,64.853333,3,2,86747.1,N,S,57.4,1,0,37.24,0,Personal,Married No Kids,11
1799,F,63.186667,2,1,87404.6,N,M,160.84,4,0,139.2,0,Personal,Married No Kids,32
1801,F,20.16,3,2,85394,Y,M,35.69,1,2.02,14.38,1,Personal,Married No Kids,7
1802,F,39.786667,1,0,2121.36,N,S,38.8,4,0,36.78,1,Business,High Income Families,8
1803,F,56.3,3,2,63566.1,Y,M,73.03,3,0,65.09,0,Personal,Low Value and No Kids,15
1806,F,12.846667,1,0,89813.6,N,S,166.18,4,1.96,149.26,0,Business,High Income Families,33
1807,F,50.08,3,2,25738.4,N,M,48.67,4,9.57,19.2,0,Personal,Low Value and No Kids,10
1808,F,33.493333,3,2,82644.2,Y,M,41.85,4,0,19.88,0,Business,High Income Families,8
1809,F,14.04,2,1,27783.6,N,S,29.58,2,6.53,18.07,0,Business,High Income Families,6
1812,F,41.666667,3,2,60485.5,N,M,40.41,1,0,28.7,0,Personal,Married No Kids,8
1815,F,31.913333,3,2,809.43,Y,M,2.89,3,0,2.89,0,Personal,Low Value and No Kids,1
1816,M,58.28,2,1,76529.8,N,S,43.89,1,5.36,20.05,0,Business,High Income Families,9
1817,F,63.253333,3,2,34577.7,N,M,145.75,3,0,116.57,3,Personal,Low Value and No Kids,29
1820,F,52.166667,3,2,19008.4,Y,S,147.74,2,0,137.19,0,Business,High Income Families,30
1821,F,55.966667,1,0,98056.3,N,M,150.67,4,0,126.96,0,Personal,Married No Kids,30
1822,M,45,1,0,80000,Y,M,2.21,1,0,2.21,0,Personal,Low Value and No Kids,0
1824,M,34,1,0,78894.2,N,M,46.65,2,1.41,43.23,0,Personal,Low Value and No Kids,9
1825,M,20.92,2,1,16432.1,Y,S,109.78,1,8.89,80.47,0,Personal,Low Value and No Kids,22
1826,M,54.446667,2,1,62797.9,N,M,68.09,1,4.28,55.48,0,Personal,Low Value and No Kids,14
1827,M,42.233333,2,1,71329.9,Y,S,63.75,4,3.55,45.92,0,Business,High Income Families,13
1831,F,53.013333,1,0,20913.6,N,S,95.93,3,7.16,65.77,0,Business,High Income Families,19
1834,F,39.213333,2,1,540.4,Y,S,20.1,2,0,7.75,0,Personal,Married No Kids,4
1838,M,17.006667,3,2,67339.8,N,M,81.72,2,5.19,48.69,0,Business,High Income Families,16
1840,M,46.38,2,1,75799.9,N,M,94.06,2,7.02,64.8,0,Business,High Income Families,19
1841,F,53.06,3,2,15688.5,N,S,22.42,3,0,8.03,0,Business,High Income Families,4
1842,F,16.073333,1,0,43382.3,N,S,138.37,2,8.76,99.94,0,Personal,Low Value and No Kids,28
1844,F,62.053333,1,0,5185.31,N,S,52.9,1,5.99,30.51,0,Business,High Income Families,11
1845,F,16.06,2,1,35089,N,S,134.45,2,0,108.44,0,Business,High Income Families,27
1846,F,22.433333,1,0,37000,N,S,106.53,4,8.28,75.27,0,Personal,Low Value and No Kids,21
1848,F,41.92,3,2,80087.7,N,M,31.56,4,0,22.82,0,Business,High Income Families,6
1849,F,38.04,3,2,59691.3,N,M,278.65,3,0,256.7,0,Business,High Income Families,56
1851,F,47,3,2,11251.1,Y,S,141.91,4,0,113.48,0,Business,High Income Families,28
1853,M,49.62,2,1,70908.7,N,M,55.47,1,4.55,43.2,0,Business,High Income Families,11
1854,M,40.18,1,0,94928.3,N,S,93.78,1,5.61,73.74,0,Personal,Low Value and No Kids,19
1856,F,40.46,3,2,50622.3,N,M,112.72,1,2.07,90.19,0,Personal,Married No Kids,23
1858,M,45.653333,1,0,100020,Y,M,39.32,1,4.27,18.84,0,Business,High Income Families,8
1862,M,52.266667,1,0,69000,Y,M,92.37,3,0,62.81,0,Personal,Low Value and No Kids,18
1863,M,33.866667,2,1,37626,N,S,87.12,2,8.06,71.55,0,Personal,Low Value and No Kids,17
1865,F,60.593333,2,1,56722.8,N,M,74.77,4,6.21,51.17,0,Business,High Income Families,15
1867,M,64.226667,2,1,120000,N,M,3.22,3,0,3.22,0,Business,High Income Families,1
1868,F,22.76,3,2,3416.62,Y,S,123.7,2,0,104.73,0,Business,High Income Families,25
1869,F,55.633333,1,0,73069.1,Y,M,10.39,3,0,10.22,0,Personal,Married No Kids,2
1870,M,53.213333,2,1,80000,Y,M,40.9,3,0,25.62,0,Business,High Income Families,8
1871,F,45.666667,3,2,8032.16,N,M,88.77,1,0,59.08,0,Business,High Income Families,18
1872,F,48.533333,2,1,93454.3,Y,D,44.13,4,0,25.18,0,Personal,Married No Kids,9
1873,M,15.38,1,0,5745,Y,M,44.11,2,0,17.71,0,Business,High Income Families,9
1875,F,49.133333,1,0,92564.1,Y,S,74.86,3,0,51.68,0,Personal,Married No Kids,15
1879,F,49.333333,3,2,48322.5,Y,M,50.29,1,0,43.6,0,Business,High Income Families,10
1882,F,49.66,3,2,81913.8,Y,M,53.03,3,0,46.33,0,Business,High Income Families,11
1885,F,38.26,1,0,919.93,N,S,120.71,2,0,93.42,0,Personal,Low Value and No Kids,24
1886,F,30.946667,3,2,69486.8,N,M,17.11,2,0,9.39,1,Business,High Income Families,3
1887,F,33.533333,3,2,24482.8,N,M,2,3,0,2,0,Personal,Low Value and No Kids,0
1890,F,52.153333,3,2,92103.8,N,M,14.86,1,0,7.43,0,Business,High Income Families,3
1891,F,36.68,3,2,8392.14,Y,S,87.16,1,7.33,54.8,0,Personal,Low Value and No Kids,17
1892,F,63.786667,1,0,17138.2,N,S,104.69,3,0,84.67,0,Business,High Income Families,21
1894,F,57.406667,3,2,47010.1,N,M,167.31,1,0,164.76,0,Business,High Income Families,33
1896,F,44.433333,1,0,67239.4,N,S,66.7,1,0,53.81,0,Personal,Married No Kids,13
1897,M,46.826667,2,1,69406.7,Y,M,142.23,4,7.21,128.1,1,Business,High Income Families,28
1899,F,50.88,3,2,83259.3,N,M,4.46,2,0,4.46,0,Business,High Income Families,1
1902,M,12.68,2,1,20818.5,N,M,63.28,2,6.29,47.85,0,Personal,Married No Kids,13
1906,F,52.513333,3,2,2185.6,N,M,28.07,4,0,20.95,1,Personal,Low Value and No Kids,6
1908,M,62.08,2,1,76511.3,N,M,42.52,2,3.46,17.37,0,Business,High Income Families,9
1910,F,20,2,1,6946.07,N,M,34.61,1,0,8.84,0,Personal,Low Value and No Kids,7
1911,F,49.046667,3,2,11234.7,Y,M,113.42,4,0,112.72,0,Business,High Income Families,23
1913,F,39.96,3,2,36660.9,Y,M,3.36,2,0,3.36,1,Personal,Low Value and No Kids,1
1915,F,34.4,3,2,68462.8,N,M,90.84,1,5.93,60.51,0,Business,High Income Families,18
1918,F,47.02,3,2,72841.3,N,M,82.53,1,0,72.16,0,Business,High Income Families,17
1919,M,46.146667,2,1,63670.8,Y,M,78.87,1,0,51.47,0,Personal,Married No Kids,16
1922,M,56.173333,1,0,12387.6,N,M,93.85,2,0,65.93,0,Personal,Married No Kids,19
1924,F,64.64,2,1,82931.3,N,M,137.25,3,0,118,0,Personal,Married No Kids,27
1925,F,44.026667,3,2,57483.9,N,M,44.3,2,0,27.29,0,Personal,Low Value and No Kids,9
1927,F,45.526667,3,2,21274,N,S,43.31,2,0,32.43,0,Personal,Married No Kids,9
1928,F,30.093333,3,2,28267,N,M,214.41,4,0,192.53,0,Business,High Income Families,43
1930,F,55.793333,3,2,36725.1,N,M,94.88,4,9.22,77,0,Personal,Low Value and No Kids,19
1934,M,57.546667,2,1,94188.3,N,S,41.51,3,0.86,19.78,0,Business,High Income Families,8
1937,F,41.98,3,2,91861,Y,M,22.06,1,0,6.74,0,Business,High Income Families,4
1940,F,33.493333,2,1,12374.9,Y,S,123.59,4,0,106.1,0,Personal,Married No Kids,25
1941,F,26.833333,3,2,69133.9,Y,M,46.32,1,0,37.73,0,Personal,Low Value and No Kids,9
1943,F,29.446667,3,2,84948,Y,M,23.73,1,0,12.58,0,Personal,Low Value and No Kids,5
1944,F,40.96,3,2,30998.8,N,M,52.91,3,0,50.5,0,Personal,Married No Kids,11
1950,M,35.653333,3,2,21416.5,N,M,27.61,1,9.17,8.53,0,Business,High Income Families,6
1954,M,16.7,1,0,78554.2,N,S,35.88,2,7.26,23.03,0,Personal,Married No Kids,7
1955,M,14.693333,2,1,3960.5,N,S,96.13,2,0,66.35,0,Personal,Married No Kids,19
1957,M,63.766667,1,0,60101.1,Y,M,157.96,4,6.11,124.14,2,Personal,Low Value and No Kids,32
1958,F,30.886667,3,2,38215.9,N,M,0.97,4,0,0.97,0,Personal,Married No Kids,0
1959,F,19,2,1,13829.4,N,M,176.61,2,0,160.42,0,Business,High Income Families,35
1960,F,47.966667,3,2,49745.3,N,M,27.28,2,0,24.44,0,Personal,Low Value and No Kids,5
1962,F,13.86,3,2,88427,N,M,69.97,3,4.16,43.34,0,Business,High Income Families,14
1963,F,26.273333,3,2,98003.7,Y,M,84.42,4,0,83.39,0,Business,High Income Families,17
1964,M,53.693333,1,0,89142.7,N,S,16.91,1,8.13,5.01,0,Business,High Income Families,3
1965,F,63.086667,1,0,74530.8,N,S,127.89,3,0.49,106.5,0,Personal,Married No Kids,26
1967,F,23,1,0,30000,N,S,265.78,1,0,262.91,0,Business,High Income Families,53
1972,F,48.206667,3,2,76289.2,N,M,104.63,3,0,82.43,0,Business,High Income Families,21
1974,M,63.933333,2,1,66931.9,N,M,17.46,4,0.39,5.35,0,Business,High Income Families,3
1975,M,25.44,3,2,9309.57,Y,M,108.3,3,0,99.73,0,Business,High Income Families,22
1976,F,24,2,1,14085.5,N,M,48.08,2,0,26.78,0,Personal,Married No Kids,10
1977,F,24,1,0,32962.6,N,S,168.28,3,0,154.77,0,Business,High Income Families,34
1978,F,23,1,0,35000,N,S,65.79,1,0,61.44,0,Business,High Income Families,13
1979,F,22,3,2,39000,N,S,41.78,1,0,35.73,0,Personal,Married No Kids,8
1980,F,56.72,1,0,77726.4,N,S,23.52,1,0,9.51,0,Personal,Married No Kids,5
1981,F,19,3,2,42000,N,S,62.95,3,2.22,38.18,0,Business,High Income Families,13
1982,F,45.673333,2,1,2800.68,N,S,134.75,2,0,106.3,0,Business,High Income Families,27
1986,F,44.926667,3,2,90271.6,N,M,110.4,2,0,96.43,0,Business,High Income Families,22
1991,F,31.126667,3,2,64816.6,Y,M,27.87,1,0,6.87,0,Business,High Income Families,6
1992,F,44.98,3,2,98217.1,N,M,42.74,4,0,13.24,0,Business,High Income Families,9
1994,F,53.506667,2,1,2929.13,N,S,102.23,4,0,88.23,0,Personal,Low Value and No Kids,20
1996,F,44.093333,3,2,41876.6,Y,M,139.44,3,0,132.65,0,Business,High Income Families,28
1997,M,64.76,1,0,96223.4,Y,M,18.18,1,0.63,5.73,0,Business,High Income Families,4
1998,F,61.693333,1,0,15989.3,N,S,29.17,1,0,25.49,1,Business,High Income Families,6
1999,M,62.426667,1,0,69168.4,Y,M,234.91,3,6.01,214.73,0,Business,High Income Families,47
2000,M,30,2,1,92148.5,Y,M,113.68,2,0,100.9,0,Business,High Income Families,23
2001,M,19.76,1,0,96681,Y,M,73.76,2,7.66,40.92,0,Business,High Income Families,15
2002,M,38,1,0,62705.9,Y,S,33.44,2,0,6.81,0,Business,High Income Families,7
2003,M,29.026667,1,0,80221.2,N,S,50.48,2,0,49.56,0,Personal,Married No Kids,10
2004,M,39,1,0,84479.2,N,S,56.23,2,0,43.01,0,Business,High Income Families,11
2005,F,38.193333,3,2,64977.4,N,M,45.77,3,0,17.66,0,Business,High Income Families,9
2006,F,50.553333,1,0,77994,N,M,102.02,1,0,89.62,0,Personal,Low Value and No Kids,20
2007,M,34.946667,3,2,90103.7,N,M,66.45,2,8.87,45.34,0,Business,High Income Families,13
2008,F,30.18,1,0,59008.4,Y,M,31.59,1,0,18.73,0,Business,High Income Families,6
2009,M,52.873333,2,1,5265.35,N,S,31.1,2,5.3,23.46,0,Personal,Married No Kids,6
2010,M,21.64,2,1,84978.1,N,S,88.79,1,7.68,76.07,0,Personal,Low Value and No Kids,18
2011,F,49.986667,3,2,36647.9,N,M,107.38,4,0,85.96,0,Business,High Income Families,21
2012,F,41.226667,1,0,64319.2,N,S,40.16,1,0,37.15,0,Personal,Low Value and No Kids,8
2013,F,48.246667,2,1,73338,N,S,29.93,2,0,9.01,0,Personal,Married No Kids,6
2014,F,60.746667,1,0,433.74,N,S,44.22,4,0,40.91,0,Business,High Income Families,9
2015,F,45.36,3,2,16962.2,N,M,27.57,2,0,8.96,0,Business,High Income Families,6
2017,M,26.026667,3,2,10708.3,N,M,142.95,4,4.85,117.26,0,Personal,Low Value and No Kids,29
2020,F,20.3,1,0,2031.61,N,M,109.04,4,0,87.4,0,Business,High Income Families,22
2024,F,46,3,2,16938.5,N,S,22.11,4,0,8.76,0,Personal,Low Value and No Kids,4
2027,F,61,1,0,55221,N,M,15.69,1,0,15.2,0,Business,High Income Families,3
2028,F,55,2,1,8073.11,N,M,89.05,4,0,60.35,0,Personal,Married No Kids,18
2029,M,53.68,1,0,95448.6,Y,M,29.46,4,0,5.21,0,Personal,Low Value and No Kids,6
2030,M,17.006667,2,1,24141.5,Y,S,125.87,2,0,97.05,0,Business,High Income Families,25
2031,M,63.173333,3,2,63152.6,Y,S,70.01,2,0,40.07,0,Business,High Income Families,14
2032,M,34.266667,2,1,31952,N,S,4.87,2,0,4.87,2,Business,High Income Families,1
2033,M,55.64,3,2,72084.7,N,S,38.13,2,0,9.02,0,Business,High Income Families,8
2034,F,52,1,0,42760.5,N,S,53.7,1,0,40.23,0,Business,High Income Families,11
2035,F,42,2,1,49072,N,S,34.25,2,0,10.74,0,Personal,Married No Kids,7
2036,F,43,1,0,27371.8,Y,M,142.7,2,0,126.55,0,Business,High Income Families,29
2040,M,41.913333,2,1,71472.9,N,M,130.22,2,0,114.2,0,Personal,Low Value and No Kids,26
2041,F,55,1,0,95405.7,N,M,13.96,1,0,6.21,0,Business,High Income Families,3
2042,F,52,1,0,95786.8,Y,S,108.79,4,0,87.46,0,Business,High Income Families,22
2044,M,55.113333,1,0,90321.6,N,S,12.39,1,0,11.52,0,Personal,Low Value and No Kids,2
2045,M,54.553333,2,1,90478.6,N,D,154.49,1,0,136.47,0,Business,High Income Families,31
2046,F,46,3,2,56187,N,M,21.83,2,0,13.74,0,Personal,Low Value and No Kids,4
2050,F,24.393333,2,1,35089,N,S,229.64,4,0,206.08,0,Business,High Income Families,46
2052,M,24.546667,1,0,9780.66,N,M,21.39,2,7.27,11.32,1,Business,High Income Families,4
2056,M,18.84,3,2,53010.8,N,M,58.87,2,0,46.42,4,Business,High Income Families,12
2057,M,64.8,2,1,75004.5,N,M,58.72,2,0,32.19,0,Business,High Income Families,12
2060,M,60.366667,1,0,19749.3,N,M,34.17,1,0,13.94,0,Business,High Income Families,7
2061,M,43.906667,2,1,57626.9,Y,S,48.35,3,0,38.96,0,Business,High Income Families,10
2062,M,32.846667,3,2,20078,N,M,15.98,4,0,6.33,0,Business,High Income Families,3
2063,F,26.033333,3,2,47902,N,M,72.31,3,4.94,49.92,1,Personal,Married No Kids,14
